rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,"nl_nli01_wetland_validation(stand_id, site, species_comp, 1)",NA,Translate all rows that produce a wetland code. Check wetland code exists by looking at first character., TRUE
1,CAS_ID,text,notEmpty(inventory_id);notEmpty(src_filename);notNull(orig_stand_id);notNull(lcov_id_1);notNull(ogc_fid),"padConcat({inventory_id, src_filename, orig_stand_id, lcov_id_1, ogc_fid}, {4,15,10,10,7}, {'x','x','x','x','x'}, '-', TRUE, TRUE)",Concatenates five attributes to create CAS_ID,TRUE
2,WETLAND_TYPE,text,"nl_nli01_wetland_validation(stand_id, site, species_comp, 1)","nl_nli01_wetland_translation(stand_id, site, species_comp, 1)","Generate 4 letter code, then translate character 1",TRUE
3,WET_VEG_COVER,text,"nl_nli01_wetland_validation(stand_id, site, species_comp, 2)","nl_nli01_wetland_translation(stand_id, site, species_comp, 2)","Generate 4 letter code, then translate character 2",TRUE
4,WET_LANDFORM_MOD,text,"nl_nli01_wetland_validation(stand_id, site, species_comp, 3)","nl_nli01_wetland_translation(stand_id, site, species_comp, 3)","Generate 4 letter code, then translate character 3",TRUE
5,WET_LOCAL_MOD,text,"nl_nli01_wetland_validation(stand_id, site, species_comp, 4)","nl_nli01_wetland_translation(stand_id, site, species_comp, 4)","Generate 4 letter code, then translate character 4",TRUE
6,ECO_SITE,text,false(),nothingText(),Attribute does not occur,TRUE
7,LAYER,integer,false(|-8886),nothingInt(),Layer is unknown.,TRUE
