rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,"qc_prg5_wetland_validation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 1)",NA,"Translate only when one of wc, vt OR im is not NULL", TRUE
1,CAS_ID,text,notEmpty(inventory_id);notNull(src_filename);notNull(geocode_1_10);notNull(geocode_11_20),"padConcat({inventory_id, src_filename, geocode_1_10, geocode_11_20, ''}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID. Geocode_1_10 and geocode_11_20 are the original geocode string split into the first ten and second ten characters. Commas are replcaed with periods for use in the cas_id.,TRUE
2,WETLAND_TYPE,text,"qc_prg5_wetland_validation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 1)","qc_prg5_wetland_translation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 1)",Check valid code exists. Translation converts source attributes into 4-character wetland code and returns the code corresponding to the first character.,TRUE
3,WET_VEG_COVER,text,"qc_prg5_wetland_validation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 2)","qc_prg5_wetland_translation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 2)",Check valid code exists. Translation converts source attributes into 4-character wetland code and returns the code corresponding to the first character.,TRUE
4,WET_LANDFORM_MOD,text,"qc_prg5_wetland_validation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 3)","qc_prg5_wetland_translation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 3)",Check valid code exists. Translation converts source attributes into 4-character wetland code and returns the code corresponding to the first character.,TRUE
5,WET_LOCAL_MOD,text,"qc_prg5_wetland_validation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 4)","qc_prg5_wetland_translation(co_ter, cl_drain, gr_ess, cl_dens, cl_haut, type_eco, 4)",Check valid code exists. Translation converts source attributes into 4-character wetland code and returns the code corresponding to the first character.,TRUE
6,ECO_SITE,text,false(),nothingText(),Attribute does not occur,TRUE
7,LAYER,integer,false(|-8886),nothingInt(),Layer is unknown.,TRUE
