rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
1,CAS_ID,text,notEmpty(inventory_id);notNull(src_filename);notNull(ogc_fid),"padConcat({inventory_id, src_filename, src_filename, ogc_fid, ogc_fid}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,INVENTORY_ID,text,notEmpty(inventory_id),copyText(inventory_id),Copies source value,TRUE
3,ORIG_STAND_ID,text,"notNull(ogc_fid);isInt(ogc_fid);isGreaterThan(ogc_fid,0)",copyText(ogc_fid),Copies source value to ORIG_STAND_ID,TRUE
4,CASFRI_AREA,double precision,"geoIsValid(wkb_geometry, TRUE)",geoArea(wkb_geometry),Validates geometry then calculates area,TRUE
5,CASFRI_PERIMETER,double precision,"geoIsValid(wkb_geometry, TRUE)",geoPerimeter(wkb_geometry),Validates geometry then calculates perimeter,TRUE
6,SRC_INV_AREA,double precision,"notNull(superficie);isNumeric(superficie);isGreaterThan(superficie,0)",copyDouble(superficie),Copies source value to SRC_INV_AREA,TRUE
7,STAND_PHOTO_YEAR,integer,"geoIsValid(wkb_geometry, TRUE);geoIntersects(wkb_geometry, 'rawfri', 'qc03_photoyear', 'wkb_geometry')","geoIntersectionInt(wkb_geometry, 'rawfri', 'qc03_photoyear', 'wkb_geometry', 'annee', 'GREATEST_AREA')",Copies source value to STAND_PHOTO_YEAR,TRUE
