rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,"sk_utm01_wetland_validation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 1)",NA,No row to translate,TRUE
1,CAS_ID,text,notEmpty(inventory_id);notEmpty(src_filename);notNull(orig_stand_id);notNull(ogc_fid),"padConcat({inventory_id, src_filename, '', orig_stand_id, ogc_fid}, {4,15,10,10,7}, {'x','x','x','x','x'}, '-', TRUE, TRUE)",Concatenates five attributes to create CAS_ID,TRUE
2,WETLAND_TYPE,text,"sk_utm01_wetland_validation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 1)","sk_utm01_wetland_translation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 1)","Generate 4 letter code, then translate character 1",TRUE
3,WET_VEG_COVER,text,"sk_utm01_wetland_validation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 2)","sk_utm01_wetland_translation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 2)","Generate 4 letter code, then translate character 2",TRUE
4,WET_LANDFORM_MOD,text,"sk_utm01_wetland_validation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 3)","sk_utm01_wetland_translation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 3)","Generate 4 letter code, then translate character 3",TRUE
5,WET_LOCAL_MOD,text,"sk_utm01_wetland_validation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 4)","sk_utm01_wetland_translation(drain, sp10, sp11, sp12, sp20, sp21, d, np, soil_text, 4)","Generate 4 letter code, then translate character 4",TRUE
6,ECO_SITE,text,false(),nothingText(),Attribute does not occur,TRUE
7,LAYER,integer,false(|-8886),nothingInt(),Layer is unknown.,TRUE
