values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
ACER_FRE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_MAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_NEG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,144,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
ACER_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16749,20693,NA,NA,NA,NA,NA,NA,39357,NA,NA,1625,NA,NA,NA,64103,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SAH_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961,1252,NA,NA,NA,NA,NA,NA,11969,NA,NA,1378,NA,NA,NA,21986,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SPI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7214,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4388,4992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_RUG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARBU_MEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_ALL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5523,6169,NA,NA,NA,NA,NA,NA,13501,NA,NA,1290,NA,NA,NA,32922,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_LEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_NEO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_PAP_###,10,NA,NA,1,10,2,12,27,52,NA,12129,12874,272,269,87,1608,719,676,41,498,NA,NA,NA,NA,NA,NA,50495,NA,NA,4919,NA,NA,NA,56377,NA,1,1,NA,191,90,16,NA,NA
BETU_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_POP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,211,NA,NA,NA,NA,NA,NA,15623,17625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_WIN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARP_CAR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_COR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAM_NOO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3129,3291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORN_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMPTY_STRING,NA,14178,NA,NA,NA,NA,149576,NA,651378,NA,NA,NA,NA,88268,36480,NA,58377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296340,NA,NA
FAGU_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318,1505,NA,NA,NA,NA,NA,NA,5167,NA,NA,493,NA,NA,NA,11986,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_AME_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,3752,NA,NA,94,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8612,NA,NA,NA,NA,NA,NA,5778,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,481,NA,NA,NA,NA,2,NA,NA,NA,NA
FRAX_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,2,371,21,NA,2,11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1119,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENC_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,79261,96217,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,66901,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENH_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,22,NA,NA,NA,NA,NA,NA,46448,54805,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,23061,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARD_INT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14147,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15044,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARD_MOI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3242,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARD_NON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20649,24408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38703,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARD_TOL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27341,31359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37352,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUGL_CIN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNI_SCO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNI_VIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_DEC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_KAE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_LAR_###,2,1,1,1,9,NA,2,44,64,NA,1583,1632,57,103,27,374,376,237,3724,5425,NA,NA,NA,NA,NA,NA,8785,NA,NA,2016,NA,NA,NA,3487,NA,4,9,NA,143,79,11,NA,NA
LARI_LYA_###,NA,NA,NA,NA,NA,NA,NA,2,2,NA,65,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_OCC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193,3401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGN_ACU_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MORU_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83676,NA,NA,NA,NA,NA,NA,NA,867045,1010407,982162,972710,245832,349922,1798115,7319,1760,NA,1509880,160597,1720580,4360212,3461011,860341,NA,NA,NA,NA,NA,114735,105102
NOT_IN_SET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NULL_VALUE,72740,NA,33810,44217,225118,112790,NA,529045,NA,NA,4157280,4616914,NA,NA,NA,844624,151933,151326,611579,675685,NA,NA,NA,NA,NA,NA,NA,NA,NA,59447,NA,NA,NA,NA,NA,NA,28958,10767,707523,483140,NA,NA,NA
OSTR_VIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1150,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ABI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_###,NA,NA,NA,NA,NA,NA,NA,4,4,NA,1747,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_GLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_GLA_###,7,NA,NA,3,8,7,13,37,51,NA,1709,1565,93,89,30,1280,396,569,6000,7488,NA,NA,NA,NA,NA,NA,54682,NA,NA,1558,NA,NA,NA,67317,NA,21,1,NA,135,68,8,NA,NA
PICE_HYB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084,5011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_MAR_###,5,NA,NA,3,10,25,20,27,56,NA,2073,2261,120,281,105,1008,690,144,6000,8141,NA,NA,NA,NA,NA,NA,34776,NA,NA,527,NA,NA,NA,26538,NA,20,6,NA,189,107,7,NA,NA
PICE_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6297,7140,NA,NA,NA,NA,NA,NA,16,NA,NA,355,NA,NA,NA,13824,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SIT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3771,3868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SIT_X##,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,943,NA,NA,NA,NA,NA,NA,2047,192,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,4722,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SPP_DEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_ALB_###,NA,NA,NA,NA,NA,NA,NA,1,1,NA,281,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_BAN_###,NA,NA,NA,NA,NA,NA,NA,6,11,NA,5,4,82,62,34,736,162,464,640,727,NA,NA,NA,NA,NA,NA,16880,NA,NA,7,NA,NA,NA,6094,NA,NA,2,NA,86,62,10,NA,NA
PINU_CON_###,3,NA,NA,NA,1,2,17,12,33,NA,5398,5373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_CON_CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_CON_LAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6188,7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_FLE_###,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_MON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3713,3997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_PON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_RES_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,NA,NA,86,122,NA,NA,NA,NA,NA,NA,9041,NA,NA,11,NA,NA,NA,2786,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_RIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_SPP_###,3,NA,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,2814,3256,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,2464,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_STR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4352,5995,NA,NA,NA,NA,NA,NA,23623,NA,NA,67,NA,NA,NA,20838,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_SYL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_BAL_###,7,NA,NA,NA,3,11,18,23,56,NA,6620,7224,140,195,85,1013,523,78,NA,25,NA,NA,NA,NA,NA,NA,7588,NA,NA,NA,NA,NA,NA,2926,NA,NA,3,NA,105,51,1,NA,NA
POPU_BAL_BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_DEL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,3161,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_HYB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6494,7660,NA,NA,NA,NA,NA,NA,3725,NA,NA,2765,NA,NA,NA,55224,NA,NA,NA,NA,NA,NA,NA,NA,NA
POPU_TRE_###,3,NA,NA,NA,1,8,4,22,45,NA,10596,12017,1013,87,34,1110,293,275,NA,129,NA,NA,NA,NA,NA,NA,35332,NA,NA,NA,NA,NA,NA,15360,NA,2,2,NA,87,40,6,NA,NA
POPU_TRI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2501,3594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_EMA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRUN_SER_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSEU_MEN_###,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2746,2920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
