values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
ACER_MAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3058,5370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_NEG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,27,5798,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,483,NA,NA,NA,NA
ACER_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62018,73262,23,81544,98555,122418,NA,NA,71222,NA,NA,10189,NA,NA,8384,218470,16697,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SAH_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6562,7791,NA,7040,9468,9570,NA,NA,22328,NA,NA,3441,NA,NA,66,55465,144,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SPI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,21625,398,NA,NA,NA,NA,NA,NA,NA,NA
AESC_HIP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19492,25572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_RUG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_SIN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALNU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARBU_MEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASIM_TRI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_ALL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15544,18521,141,10702,15395,27608,NA,NA,32527,NA,NA,2872,NA,NA,5244,111331,17615,NA,NA,NA,NA,NA,NA,NA,NA
BETU_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_NEO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_OCC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_PAP_###,1431,14,23,505,1912,77,3661,7131,12428,NA,81412,89603,457,6119,3067,11680,13177,12670,115,2459,6892,16495,22187,46631,3633,5972,294352,19,NA,14280,NA,NA,51388,428842,94506,7051,384,371,17817,9221,4704,6256,5785
BETU_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_POP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,173,NA,1263,1726,2556,NA,NA,1,NA,NA,64,NA,NA,303,5643,319,NA,NA,NA,NA,NA,NA,NA,NA
BETU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2478,2493,NA,NA,NA,NA,NA,NA,59388,67549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARP_CAR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_COR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_OVA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAST_DEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAM_NOO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115732,121747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAM_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMPTY_STRING,NA,12998,NA,NA,NA,NA,118054,NA,522917,NA,NA,NA,NA,53151,22847,NA,36581,NA,NA,NA,NA,NA,NA,NA,NA,70328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262433,NA,70370
FAGU_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4055,4555,NA,2233,2558,5732,NA,NA,7783,NA,NA,360,NA,NA,1,25672,1,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_AME_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,3319,NA,NA,56,NA,NA,1,1631,1,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14118,NA,NA,NA,NA,NA,238,5858,235,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,457,3,NA,1,NA,141,NA,NA,NA,NA
FRAX_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,NA,4,7760,978,NA,2,13,NA,1949,3122,6656,NA,NA,3,NA,NA,NA,NA,NA,NA,1489,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENC_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,80856,93599,NA,95493,69674,10587,NA,NA,1,NA,NA,NA,2492,18,41835,85753,97512,NA,NA,NA,NA,NA,NA,NA,NA
GENH_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,143,NA,NA,NA,NA,NA,NA,82791,98817,NA,39114,26464,3568,NA,NA,7,NA,NA,NA,6228,NA,6841,68952,14392,NA,NA,NA,NA,NA,NA,NA,NA
GYMN_DIO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARD_INT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70797,79561,NA,37376,22266,3793,NA,NA,NA,NA,NA,NA,NA,NA,12579,80323,24396,NA,NA,NA,NA,NA,NA,NA,NA
HARD_MOI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,4518,2250,NA,NA,NA,NA,NA,NA,NA,NA
HARD_NON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50911,54901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727,110422,2259,NA,NA,NA,NA,NA,NA,NA,NA
HARD_TOL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72542,74802,NA,9220,6602,1271,NA,NA,NA,NA,NA,NA,NA,NA,1947,59994,6720,NA,NA,NA,NA,NA,NA,NA,NA
JUGL_CIN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNI_SCO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNI_VIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_DEC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_KAE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
LARI_LAR_###,607,24,89,107,832,222,766,4808,6426,NA,20197,20684,1725,1292,489,6940,4621,1903,18405,23084,2040,37068,40071,51987,4772,6433,71232,NA,NA,5251,NA,NA,230,44270,417,571,337,205,9339,6291,2393,116,108
LARI_LYA_###,NA,NA,NA,NA,NA,NA,NA,679,678,NA,3322,3476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_MAR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_OCC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27668,30146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_SIB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGN_ACU_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49941,NA,NA,NA,NA,NA,NA,NA,849140,NA,NA,NA,228,33,763025,7261,NA,NA,1286511,155538,1381795,2672258,2710141,778851,NA,NA,NA,NA,NA,NA,NA
NOT_IN_SET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,185,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NULL_VALUE,56757,NA,31343,37163,200449,91791,NA,432068,NA,NA,2286391,2499583,NA,NA,NA,614391,100482,106591,100220,110903,NA,438996,423278,418066,200008,217265,NA,NA,1508,16125,192851,4494,670,NA,22446,NA,24458,8137,584577,413564,NA,76508,NA
OSTR_VIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,756,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ABI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,26,56,NA,223,166,130,NA,NA,6,NA,NA,NA,NA,NA,50,214,273,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_###,NA,NA,NA,NA,NA,468,NA,1348,1779,NA,49779,61168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_GLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_GLA_###,3793,351,593,2106,7363,4532,7665,23482,31275,NA,73436,67513,3037,9313,2326,19061,16303,4192,20008,23442,2208,14168,18507,27516,8389,11330,101819,6,2,5242,61,NA,884,231486,2461,7652,1046,620,25585,11394,5266,8536,7751
PICE_HYB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121376,159922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_LUT_X##,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_MAR_###,1686,122,259,529,2500,3879,2427,8411,11229,NA,64445,68887,4094,3651,1626,37444,8401,7630,36763,44803,2985,16819,19940,29941,9672,13143,194142,NA,NA,2029,NA,NA,9938,193750,15184,13672,466,277,21483,14970,6316,6773,6130
PICE_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19615,22389,NA,29767,32376,29973,NA,NA,8,NA,NA,1231,NA,NA,62,21640,249,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SIT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34337,35635,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SIT_X##,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30245,29396,NA,NA,NA,NA,NA,NA,5662,555,NA,23840,16321,2881,NA,NA,21,NA,NA,NA,2022,67,5067,11333,12872,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SPP_DEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648,1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_ALB_###,NA,NA,NA,NA,NA,NA,NA,362,362,NA,15131,17311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_BAN_###,72,NA,4,4,423,NA,NA,2275,3673,NA,30,30,3215,2009,1747,21761,5016,6034,4685,5572,5,557,615,733,4222,5588,93130,18,NA,22,261,NA,8196,47611,9971,12403,773,490,11154,9276,5710,NA,NA
PINU_CON_###,1410,128,354,1093,1204,3958,4307,7215,8425,NA,198405,193148,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,33,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,3,4477,3959
PINU_CON_CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15153,16397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_CON_LAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140122,176221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_FLE_###,NA,NA,NA,NA,NA,NA,NA,67,67,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_MON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6215,6770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_PON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6206,7433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_RES_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA,89,NA,NA,636,862,70,1069,1110,1869,NA,NA,15158,NA,NA,13,NA,NA,181,5849,451,NA,NA,NA,NA,NA,NA,NA,NA
PINU_RIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_SPP_###,676,1,NA,NA,3,NA,NA,1897,2177,NA,10,7,NA,NA,NA,NA,NA,NA,8014,9099,NA,NA,NA,NA,NA,NA,13,NA,16,NA,NA,NA,1,2427,1,NA,NA,NA,NA,NA,NA,NA,NA
PINU_STR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,17520,21873,193,36200,37709,37352,NA,NA,38167,NA,NA,65,16,NA,1360,24409,13459,NA,NA,NA,NA,NA,NA,NA,NA
PINU_SYL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,NA,6,3,18,17,6,NA,NA,185,NA,NA,3,NA,NA,38,8,42,NA,1,NA,NA,NA,NA,NA,NA
