values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
EMPTY_STRING,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOOD,16545,2314,9839,8262,64168,19406,64094,118169,191836,NA,NA,NA,NA,NA,NA,426845,NA,NA,NA,NA,69876,5560,5299,1311,31083,32544,664093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5219,4857
MEDIUM,35014,9100,16374,24801,108990,58861,66264,244574,287553,NA,NA,NA,NA,NA,NA,230148,NA,NA,NA,NA,374429,674739,650755,588417,80013,106021,1040693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30094,28602
NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4272025,4744673,85599,89445,36931,NA,213982,154594,932271,1053554,198014,NA,NA,NA,NA,NA,NA,7319,1760,81073,1509880,160597,1720580,5133315,3461011,860394,28983,10767,708553,483663,296399,NA,NA
NOT_IN_SET,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,62,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NULL_VALUE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,176076,NA,NA,NA,NA,NA,NA,NA,NA,17758,36433,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
POOR,10270,916,3321,8085,22015,22170,10837,97611,100115,NA,NA,NA,NA,NA,NA,21094,NA,NA,NA,NA,224716,330108,326108,382982,67936,101015,436324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79418,71643
UNPRODUCTIVE,10958,1849,4277,3079,29987,12417,8478,68900,72275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48979,73600,99699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
