values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
ABIE_AMA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34607,38433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABIE_BAL_###,144,NA,3,39,79,257,268,377,467,NA,2,3,1209,407,177,5442,1435,1766,60995,67278,NA,28314,31537,50023,NA,NA,137784,NA,NA,6988,NA,NA,NA,141319,NA,67,5,NA,1145,521,17,NA,NA
ABIE_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABIE_LAS_###,5,NA,NA,NA,NA,17,NA,196,280,NA,48038,56499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,638
ABIE_PIC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46721,51482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38421,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABIE_PRO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABIE_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3472,3319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABIE_SPP_DEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_CIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_FRE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_MAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334,3573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_NEG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,8,1488,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,98,NA,NA,NA,NA
ACER_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42584,52039,NA,39589,45660,64595,NA,NA,60774,NA,NA,5290,NA,NA,NA,153742,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SAC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,398,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SAH_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193,2806,NA,4837,6433,6901,NA,NA,17044,NA,NA,2777,NA,NA,NA,44261,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SPI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACER_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14894,NA,NA,NA,NA,NA,NA,NA,NA,NA
