values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
BETU_POP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,90,NA,1375,1695,3042,NA,NA,NA,NA,NA,46,NA,NA,4333,8060,4455,NA,NA,NA,NA,NA,NA,NA,NA
BETU_PUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BETU_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3559,3564,NA,NA,NA,NA,NA,NA,85606,97783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARP_CAR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_COR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARY_TOM_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAM_NOO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97178,101771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAM_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORN_NUT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMPTY_STRING,NA,5805,NA,NA,NA,NA,51039,NA,225140,NA,NA,NA,NA,20037,7848,NA,16535,NA,NA,NA,NA,NA,NA,NA,NA,25383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123288,NA,22042
FAGU_GRA_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10566,11126,NA,2030,2170,4561,NA,NA,7080,NA,NA,172,NA,NA,3759,26469,3764,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_AME_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,1768,NA,NA,46,NA,NA,2,801,21,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15792,NA,NA,NA,NA,NA,913,4358,870,NA,NA,NA,NA,NA,NA,NA,NA
FRAX_PEN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,7,418,57,NA,NA,NA,324,NA,NA,NA,NA
FRAX_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449,NA,1,8376,832,NA,3,29,NA,1374,2395,5566,NA,NA,1,NA,NA,NA,NA,NA,NA,1327,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENC_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,47067,68177,NA,64633,50180,29307,NA,NA,NA,NA,NA,NA,55615,277,76185,113169,191646,NA,NA,NA,NA,NA,NA,NA,NA
GENH_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,54,NA,NA,NA,NA,NA,NA,35697,40596,NA,24147,23135,21940,NA,NA,7,NA,NA,NA,64481,475,89973,113207,210177,NA,NA,NA,NA,NA,NA,NA,NA
GYMN_DIO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARD_INT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46082,50146,NA,68531,47476,7931,NA,NA,NA,NA,NA,NA,16222,190,20170,49256,42768,NA,NA,NA,NA,NA,NA,NA,NA
HARD_MOI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,2338,3782,5526,NA,NA,NA,NA,NA,NA,NA,NA
HARD_NON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46171,54298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34243,85210,74386,NA,NA,NA,NA,NA,NA,NA,NA
HARD_TOL_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29572,28239,NA,27509,20760,3221,NA,NA,NA,NA,NA,NA,7846,NA,38032,39012,107455,NA,NA,NA,NA,NA,NA,NA,NA
JUGL_CIN_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUGL_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNI_SCO_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JUNI_VIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_DEC_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,13,13,8,NA,NA,1,NA,NA,1,1,NA,3,33,20,NA,NA,NA,NA,NA,NA,NA,NA
LARI_KAE_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA
LARI_LAR_###,4911,529,394,1799,9420,3299,5459,28766,41254,NA,68589,69758,5225,6199,3622,44484,23966,30318,28143,33367,13112,53957,57913,63520,24224,36226,284544,447,NA,8782,5476,332,12378,164394,23948,16392,1319,773,102385,73599,29085,117,107
LARI_LYA_###,NA,NA,NA,NA,NA,NA,NA,524,524,NA,3400,3582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_MAR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,3,11,NA,NA,NA,NA,NA,NA,NA,NA
LARI_OCC_###,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,57068,61988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_SIB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LARI_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGN_ACU_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALU_PUM_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOT_APPLICABLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12461,NA,NA,NA,NA,NA,NA,NA,596182,NA,NA,NA,2,48,281595,3647,NA,NA,848242,118295,569147,1178282,1039617,423442,NA,NA,NA,NA,NA,NA,NA
NOT_IN_SET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,555,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664,NA,NA,NA,NA
NULL_VALUE,24292,NA,17426,15356,108348,35281,NA,180832,NA,NA,829064,893333,NA,NA,NA,190705,33559,29936,24048,14883,NA,269522,265393,290887,84044,94362,NA,NA,842,4850,192851,4494,670,NA,22446,NA,11604,3171,241503,182740,NA,24036,NA
OSTR_VIR_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,NA,NA,383,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ABI_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,141,317,NA,822,674,430,NA,NA,9,NA,NA,NA,196,NA,621,1258,4101,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_###,NA,NA,NA,NA,NA,3814,NA,14670,12475,NA,190482,230381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_GLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11316,6694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_ENG_SIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_GLA_###,8924,3601,6006,8255,34234,15136,18395,73482,89551,NA,180171,154200,3452,15996,4499,38164,26249,4264,29758,36045,6655,25908,29883,36934,39176,54155,69522,951,56,8530,8099,NA,16046,237394,37415,50046,2486,2562,55385,33633,25722,32538,29586
PICE_GLA_MAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_HYB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423056,546508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_KOY_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_LUT_X##,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_MAR_###,7549,478,3406,2715,10984,21012,12477,36606,53697,NA,119854,126579,31290,10072,4352,207396,26061,31512,93910,113371,105674,34062,41415,57958,33834,52426,347350,822,6,3318,6773,NA,134972,548608,195401,142034,1966,868,105647,80709,37829,18654,16942
PICE_RUB_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33190,39545,NA,53701,57457,47120,NA,NA,4,NA,NA,1903,69,NA,462,36057,1222,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SIT_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26067,28140,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SIT_X##,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SPP_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87245,87683,NA,NA,NA,NA,NA,NA,9138,429,NA,56223,34331,5932,NA,NA,6,NA,NA,NA,129978,31188,27967,15632,73302,NA,NA,NA,NA,NA,NA,NA,NA
PICE_SPP_DEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_ALB_###,NA,NA,NA,NA,NA,NA,NA,335,335,NA,14163,16238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_BAN_###,95,NA,17,11,2324,NA,NA,6283,15101,NA,66,63,10840,4180,3381,153116,10053,33715,12831,14611,6,1204,1259,1132,12252,16199,206660,895,NA,58,48896,1012,64487,222673,82320,126567,3126,1046,49140,42678,29493,NA,NA
PINU_CON_###,5714,252,1075,4229,3989,19350,15039,25502,20969,NA,256791,259498,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,73,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,14,9637,8982
PINU_CON_CON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9493,12297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_CON_LAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177535,226203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_FLE_###,NA,NA,NA,NA,NA,NA,NA,131,132,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_MON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2982,3312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_NIG_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PINU_PON_###,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23436,26328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
