values,AB03,AB06,AB07,AB08,AB10,AB11,AB16,AB25,AB29,AB30,BC08,BC10,MB01,MB02,MB04,MB05,MB06,MB07,NB01,NB02,NL01,NS01,NS02,NS03,NT01,NT03,ON02,PC01,PC02,PE01,QC02,QC03,QC04,QC05,QC06,SK01,SK02,SK03,SK04,SK05,SK06,YT01,YT02
COMPLEX,2950,572,NA,1271,5690,1931,8,5677,12033,NA,NA,NA,NA,1434,924,NA,3169,1687,NA,NA,NA,NA,NA,NA,15164,19155,895142,NA,NA,NA,3,NA,148808,NA,323713,NA,431,35,82309,60698,NA,NA,NA
HORIZONTAL,1260,452,NA,1235,4637,17,NA,49852,49371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5087,7320,NA,8094,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MULTI_LAYERED,21662,4723,14140,13137,68967,6753,44729,128380,168652,NA,153645,174610,NA,33459,11874,NA,58331,1419,164879,182629,NA,175461,177257,230393,9183,84103,173927,NA,NA,NA,12292,241,26423,71153,70240,13894,4843,3318,154902,103292,101696,NA,NA
NOT_APPLICABLE,10173,1790,3603,3278,37576,12641,15532,130428,141097,4555,559031,581709,49191,9876,3779,790645,15606,66510,159785,252968,1019741,292982,285768,253569,41857,50139,1562184,NA,NA,26147,1378738,240832,NA,1705912,NA,655167,3337,1529,83535,43214,27173,149441,138481
NULL_VALUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793362,NA,1418503,NA,NA,NA,NA,NA,NA,NA,NA
SINGLE_LAYERED,25588,3947,5525,15553,77826,97282,60207,212701,249791,NA,3964735,4395453,85599,15601,10644,854163,85958,150066,602513,688296,843923,659485,627648,511924,210097,159806,997820,NA,NA,81073,1485293,160115,1518926,4991009,2996818,832606,18701,4082,312776,214773,82613,100195,92656
